k	Re[k]	Im[k]	ABS[k]
1945	   0.00221	   0.00122	   0.00252
1946	  -0.00552	  -0.00525	   0.00762
1947	   0.00971	  -0.00641	   0.01163
1948	  -0.00123	   0.00080	   0.00146
1949	   0.00173	  -0.00994	   0.01009
1950	  -0.00019	  -0.00077	   0.00079
1951	  -0.01843	  -0.02161	   0.02840
1952	  -0.01201	   0.00090	   0.01204
1953	  -0.00309	  -0.00469	   0.00562
1954	   0.00150	  -0.00304	   0.00339
1955	   0.00177	   0.00221	   0.00283
1956	   0.00056	   0.00353	   0.00357
1957	  -0.00096	   0.00215	   0.00236
1958	  -0.00192	  -0.00212	   0.00286
1959	  -0.00422	   0.00208	   0.00471
1960	  -0.00520	   0.00446	   0.00685
1961	  -0.00126	   0.00631	   0.00644
1962	  -0.00253	  -0.00073	   0.00263
1963	  -0.00062	  -0.00077	   0.00099
1964	   0.00136	   0.00043	   0.00142
1965	   0.00190	   0.00043	   0.00195
1966	  -0.00291	  -0.00490	   0.00570
1967	  -0.00949	   0.00536	   0.01090
1968	   0.00911	  -0.02093	   0.02283
1969	  -0.00185	   0.00481	   0.00515
1970	   0.00390	   0.00975	   0.01050
1971	   0.00370	   0.00539	   0.00654
1972	  -0.00182	  -0.00618	   0.00644
1973	  -0.00209	  -0.00041	   0.00213
1974	  -0.00722	   0.00629	   0.00957
1975	  -0.00588	   0.00329	   0.00673
1976	   0.00008	   0.00528	   0.00528
1977	   0.00212	  -0.00226	   0.00310
1978	  -0.00033	   0.00089	   0.00095
1979	   0.00066	   0.00300	   0.00308
1980	  -0.00224	   0.00204	   0.00303
1981	   0.00699	   0.00774	   0.01043
1982	  -0.00097	   0.02428	   0.02430
1983	   0.00434	   0.00016	   0.00434
1984	  -0.00317	   0.00075	   0.00326
1985	  -0.00020	   0.00029	   0.00035
1986	  -0.00081	   0.00186	   0.00203
1987	  -0.00069	   0.00230	   0.00240
1988	   0.00228	  -0.00229	   0.00324
1989	  -0.00204	  -0.00134	   0.00243
1990	  -0.00146	   0.00066	   0.00160
1991	  -0.00129	  -0.00010	   0.00129
1992	   0.00387	  -0.00421	   0.00572
1993	   0.00073	   0.00393	   0.00400
1994	   0.00332	   0.00079	   0.00341
1995	  -0.01668	  -0.04003	   0.04336
1996	   0.00261	   0.00487	   0.00552
1997	  -0.00172	   0.00389	   0.00425
1998	   0.00005	   0.00330	   0.00330
1999	  -0.00008	  -0.00312	   0.00312
2000	   0.00278	   0.00141	   0.00311
2001	  -0.00095	  -0.00097	   0.00136
2002	   0.05511	  -0.01915	   0.05834
2003	   0.00026	   0.00004	   0.00026
2004	   0.01596	   0.00289	   0.01622
2005	  -0.01515	  -0.01716	   0.02289
2006	   0.00044	   0.00630	   0.00632
2007	  -0.00080	   0.00219	   0.00233
2008	   0.00118	  -0.00018	   0.00120
2009	   0.00091	  -0.01232	   0.01235
2010	  -0.00277	  -0.00388	   0.00477
2011	  -0.00143	  -0.00376	   0.00402
2012	   0.00065	  -0.00098	   0.00118
2013	  -0.01777	  -0.00677	   0.01902
2014	  -0.00360	   0.00279	   0.00456
2015	  -0.00147	  -0.00499	   0.00520
2016	  -0.02163	  -0.00908	   0.02346
2017	   0.00071	  -0.00018	   0.00073
2018	   0.00020	   0.00221	   0.00222
2019	   0.00036	  -0.00317	   0.00319
2020	  -0.00026	  -0.00203	   0.00205
2021	   0.00157	   0.00393	   0.00424
2022	   0.00518	  -0.00292	   0.00595
2023	  -0.00544	  -0.01077	   0.01207
2024	  -0.00146	  -0.00025	   0.00148
2025	   0.00249	   0.00213	   0.00328
2026	  -0.00028	   0.00027	   0.00038
2027	   0.00757	   0.00061	   0.00760
2028	  -0.00025	   0.00133	   0.00135
2029	   0.00214	  -0.00060	   0.00222
2030	  -0.03508	  -0.05706	   0.06698
2031	   0.00270	   0.00283	   0.00391
2032	   0.00136	   0.00953	   0.00963
2033	  -0.00594	   0.00308	   0.00669
2034	  -0.00030	   0.00299	   0.00300
2035	  -0.00247	   0.00190	   0.00312
2036	  -0.00338	  -0.00102	   0.00354
2037	   0.00364	   0.00573	   0.00679
2038	  -0.00079	   0.00141	   0.00162
2039	   0.00012	   0.00136	   0.00136
2040	   0.00125	  -0.00232	   0.00263
2041	   0.00132	  -0.00105	   0.00169
2042	  -0.00080	   0.00114	   0.00139
2043	   0.00223	   0.00100	   0.00244
2044	   0.00678	   0.00499	   0.00842
2045	  -0.00064	  -0.00399	   0.00404
2046	   0.00545	  -0.00332	   0.00638
2047	  -0.00062	  -0.00026	   0.00067
2048	  -0.00069	  -0.00076	   0.00102
2049	   0.00175	   0.00075	   0.00190
2050	   0.01965	   0.00089	   0.01967
2051	   0.00541	   0.00018	   0.00541
2052	  -0.00305	  -0.00222	   0.00377
2053	   0.00105	  -0.00409	   0.00423
2054	  -0.00101	  -0.00114	   0.00152
2055	  -0.00161	  -0.00009	   0.00161
2056	  -0.00265	   0.00898	   0.00936
2057	   0.03013	  -0.00963	   0.03163
2058	  -0.00071	  -0.00601	   0.00605
2059	  -0.00256	   0.00150	   0.00297
2060	   0.00517	   0.00417	   0.00664
2061	   0.00282	   0.00224	   0.00360
2062	   0.00204	  -0.00378	   0.00429
2063	   0.00274	  -0.00025	   0.00275
2064	  -0.02446	   0.00379	   0.02475
2065	  -0.00672	  -0.00712	   0.00979
2066	  -0.00109	  -0.00127	   0.00167
2067	   0.00015	   0.00432	   0.00433
2068	  -0.00010	  -0.00014	   0.00017
2069	   0.00152	  -0.00107	   0.00186
2070	   0.00022	  -0.00095	   0.00097
2071	  -0.00364	  -0.01526	   0.01569
2072	  -0.00938	  -0.00250	   0.00971
2073	   0.00228	   0.00318	   0.00391
2074	  -0.00512	  -0.01181	   0.01287
2075	   0.00473	  -0.00197	   0.00512
2076	  -0.00079	  -0.00055	   0.00096
2077	   0.00152	  -0.00308	   0.00343
2078	  -0.00139	   0.00220	   0.00260
2079	  -0.01280	   0.00495	   0.01372
2080	  -0.00057	  -0.00073	   0.00092
2081	   0.00145	  -0.00148	   0.00207
2082	   0.00220	  -0.00372	   0.00432
2083	   0.00410	  -0.00230	   0.00470
2084	  -0.00373	  -0.00080	   0.00382
2085	   0.00024	   0.00065	   0.00069
2086	  -0.00187	   0.00637	   0.00664
2087	  -0.00258	  -0.00239	   0.00352
2088	  -0.00072	  -0.00133	   0.00151
2089	   0.00079	  -0.00112	   0.00137
2090	   0.00014	   0.00479	   0.00480
2091	  -0.01092	  -0.00010	   0.01092
2092	   0.00278	   0.00441	   0.00522
2093	   0.00325	   0.00970	   0.01023
2094	   0.00019	   0.00002	   0.00019
2095	  -0.03351	   0.02827	   0.04384
2096	  -0.00600	  -0.00050	   0.00603
2097	  -0.00360	  -0.00414	   0.00549
2098	   0.00102	  -0.00082	   0.00131
2099	  -0.00046	   0.00084	   0.00096
2100	   0.00789	   0.00451	   0.00909
2101	  -0.00311	  -0.00035	   0.00313
2102	   0.00071	  -0.00134	   0.00151
2103	   0.00573	   0.00834	   0.01012
2104	   0.00456	   0.02260	   0.02305
2105	   0.00005	  -0.00074	   0.00075
2106	   0.00349	  -0.00249	   0.00429
2107	   0.01195	  -0.00301	   0.01232
2108	   0.00488	  -0.00868	   0.00996
2109	  -0.00904	  -0.00649	   0.01113
2110	  -0.00160	   0.00530	   0.00553
2111	  -0.00253	   0.00300	   0.00392
2112	   0.00210	   0.00012	   0.00210
2113	  -0.02732	  -0.02390	   0.03630
2114	   0.00872	  -0.00577	   0.01045
2115	   0.00033	  -0.00038	   0.00050
2116	   0.00148	  -0.00528	   0.00549
2117	  -0.00186	  -0.00365	   0.00409
2118	   0.07499	   0.05254	   0.09156
2119	   0.00122	  -0.00077	   0.00144
2120	  -0.00325	  -0.00047	   0.00328
2121	  -0.00027	  -0.00707	   0.00708
2122	   0.00409	  -0.01675	   0.01724
2123	  -0.00506	  -0.00131	   0.00522
2124	   0.00021	  -0.00038	   0.00044
2125	   0.00527	   0.00079	   0.00533
2126	  -0.00028	   0.00207	   0.00209
2127	  -0.00160	  -0.00046	   0.00167
2128	  -0.00459	  -0.01258	   0.01339
2129	  -0.00098	   0.00122	   0.00156
2130	  -0.00566	   0.01550	   0.01651
2131	  -0.00192	   0.00051	   0.00199
2132	   0.00333	   0.00902	   0.00962
2133	  -0.00016	  -0.00110	   0.00111
2134	  -0.00135	  -0.00340	   0.00366
2135	  -0.00707	  -0.00362	   0.00794
2136	  -0.00072	  -0.00203	   0.00215
2137	   0.00092	  -0.00151	   0.00177
2138	   0.00018	   0.00191	   0.00192
2139	  -0.00433	   0.00651	   0.00781
2140	   0.00133	   0.00019	   0.00134
2141	   0.00094	  -0.00114	   0.00148
2142	  -0.00627	   0.01971	   0.02068
2143	  -0.00106	  -0.00060	   0.00122
2144	  -0.00280	  -0.00074	   0.00289
2145	   0.00096	   0.00359	   0.00372
2146	  -0.00710	  -0.00409	   0.00819
2147	   0.00157	  -0.00835	   0.00850
2148	  -0.00175	   0.00202	   0.00267
2149	   0.00404	   0.00689	   0.00799
2150	  -0.00106	  -0.00005	   0.00106
2151	   0.00077	   0.00053	   0.00093
2152	  -0.00678	  -0.03946	   0.04004
2153	  -0.00285	   0.00166	   0.00330
2154	  -0.00135	   0.00251	   0.00285
2155	   0.00032	  -0.00008	   0.00033
2156	   0.00200	   0.00058	   0.00209
2157	   0.01251	  -0.00664	   0.01416
2158	  -0.00079	  -0.00172	   0.00189
2159	  -0.00240	  -0.00477	   0.00534
2160	   0.00175	   0.00076	   0.00191
2161	   0.00301	  -0.00364	   0.00472
2162	   0.00265	  -0.00574	   0.00633
2163	   0.00344	   0.00979	   0.01037
2164	  -0.00035	  -0.00011	   0.00037
2165	  -0.00080	   0.00013	   0.00081
2166	   0.00166	   0.00112	   0.00200
2167	   0.00146	   0.00549	   0.00568
2168	  -0.00192	   0.00179	   0.00262
2169	   0.00008	  -0.00028	   0.00029
2170	   0.00839	  -0.00067	   0.00842
2171	   0.00001	   0.00132	   0.00132
2172	  -0.00253	  -0.00033	   0.00255
2173	  -0.00143	   0.00130	   0.00193
2174	   0.01200	  -0.00097	   0.01204
2175	  -0.00367	   0.00017	   0.00368
2176	  -0.00010	  -0.00016	   0.00019
2177	   0.00493	  -0.00122	   0.00508
2178	   0.00077	   0.00025	   0.00081
2179	   0.00246	   0.00276	   0.00370
2180	  -0.00004	  -0.00280	   0.00280
2181	   0.00227	  -0.00028	   0.00229
2182	   0.00055	   0.00229	   0.00235
2183	  -0.00159	  -0.00288	   0.00329
2184	   0.00089	  -0.00473	   0.00482
2185	   0.00003	  -0.00241	   0.00241
2186	   0.00014	  -0.00016	   0.00021
2187	  -0.00611	   0.01916	   0.02011
2188	   0.00456	  -0.00216	   0.00505
2189	  -0.00234	   0.00088	   0.00250
2190	   0.03444	  -0.02035	   0.04000
2191	   0.00114	   0.00095	   0.00148
2192	   0.00402	   0.00306	   0.00505
2193	   0.00483	   0.00539	   0.00723
2194	  -0.00010	   0.00011	   0.00015
2195	   0.00183	  -0.00242	   0.00303
2196	  -0.00254	  -0.00269	   0.00370
2197	   0.00192	   0.00155	   0.00247
2198	  -0.00101	  -0.00246	   0.00266
2199	  -0.00118	  -0.00024	   0.00121
2200	  -0.00107	  -0.00013	   0.00108
2201	   0.00023	   0.00070	   0.00074
2202	   0.00112	  -0.01034	   0.01040
2203	  -0.00021	  -0.00357	   0.00357
2204	  -0.00346	  -0.00099	   0.00360
2205	   0.00100	  -0.00235	   0.00255
2206	  -0.00181	  -0.00499	   0.00531
2207	   0.00213	  -0.00097	   0.00235
2208	  -0.00659	   0.00176	   0.00682
2209	  -0.02344	   0.04358	   0.04948
2210	   0.00915	  -0.01589	   0.01834
2211	  -0.00108	  -0.00159	   0.00192
2212	   0.00306	  -0.00043	   0.00309
2213	  -0.00235	   0.00046	   0.00240
2214	  -0.00232	  -0.00286	   0.00368
2215	  -0.00780	   0.00279	   0.00828
2216	  -0.00152	   0.00549	   0.00570
2217	  -0.00104	   0.02225	   0.02227
2218	   0.00604	  -0.00411	   0.00730
2219	   0.00466	  -0.00083	   0.00474
2220	  -0.00225	   0.00365	   0.00429
2221	   0.00496	   0.00522	   0.00720
2222	  -0.00655	   0.00980	   0.01179
2223	   0.00261	  -0.00103	   0.00280
2224	  -0.00140	   0.00058	   0.00151
2225	   0.00134	   0.00435	   0.00455
2226	  -0.00209	  -0.00284	   0.00352
2227	   0.00047	   0.00274	   0.00278
2228	  -0.00164	   0.00053	   0.00173
2229	  -0.00028	  -0.00136	   0.00139
2230	  -0.00178	   0.00200	   0.00267
2231	  -0.00241	   0.00151	   0.00285
2232	   0.00085	   0.00023	   0.00088
2233	   0.00259	  -0.00310	   0.00404
2234	  -0.00593	  -0.00220	   0.00633
2235	  -0.00042	  -0.00072	   0.00083
2236	  -0.00082	  -0.00036	   0.00090
2237	  -0.00081	  -0.00014	   0.00082
2238	   0.00160	  -0.00015	   0.00161
2239	  -0.00046	   0.00226	   0.00231
2240	  -0.00201	   0.00809	   0.00834
2241	  -0.00006	  -0.00603	   0.00603
2242	   0.00057	  -0.00238	   0.00245
2243	   0.00051	   0.00356	   0.00360
2244	   0.00172	   0.00220	   0.00279
2245	   0.00045	  -0.00125	   0.00133
2246	  -0.00140	   0.00166	   0.00217
2247	   0.00345	   0.01149	   0.01200
2248	  -0.00024	  -0.00614	   0.00614
2249	  -0.00003	   0.00126	   0.00126
2250	  -0.01293	  -0.00004	   0.01293
2251	   0.01727	  -0.03766	   0.04143
2252	  -0.00043	   0.00183	   0.00188
2253	   0.00375	  -0.00041	   0.00377
2254	   0.00517	   0.00527	   0.00739
2255	  -0.00276	  -0.00470	   0.00545
2256	  -0.00417	  -0.00190	   0.00458
2257	   0.01729	  -0.01521	   0.02303
2258	  -0.01218	  -0.12358	   0.12418
2259	  -0.00088	   0.00263	   0.00278
2260	  -0.00090	   0.00078	   0.00119
2261	   0.01197	   0.00315	   0.01238
2262	   0.00012	   0.00241	   0.00242
2263	   0.00205	  -0.00906	   0.00929
2264	  -0.00616	  -0.00297	   0.00684
2265	   0.01692	  -0.01755	   0.02438
2266	  -0.00372	   0.00140	   0.00397
2267	   0.00820	   0.01080	   0.01356
2268	   0.01054	  -0.00698	   0.01264
2269	   0.00587	   0.00516	   0.00782
2270	  -0.00057	   0.00100	   0.00115
2271	   0.00130	   0.00344	   0.00368
2272	  -0.00578	  -0.00730	   0.00931
2273	   0.00042	  -0.00347	   0.00350
2274	  -0.00062	   0.00127	   0.00142
2275	   0.00350	  -0.01411	   0.01454
2276	  -0.00208	  -0.00186	   0.00279
2277	   0.00390	   0.00297	   0.00490
2278	   0.04862	  -0.02740	   0.05581
2279	  -0.00736	   0.00174	   0.00756
2280	  -0.00154	  -0.00209	   0.00260
2281	  -0.00220	  -0.00340	   0.00405
2282	  -0.00154	  -0.01498	   0.01506
2283	   0.00108	  -0.00173	   0.00204
2284	   0.00414	   0.00431	   0.00597
2285	   0.00243	   0.00347	   0.00423
2286	  -0.00519	  -0.00009	   0.00519
2287	  -0.00372	  -0.01781	   0.01819
2288	   0.00182	  -0.00123	   0.00220
2289	  -0.00745	  -0.00703	   0.01024
2290	  -0.00142	  -0.00146	   0.00204
2291	   0.00898	  -0.00406	   0.00985
2292	   0.00080	  -0.00071	   0.00107
2293	   0.01915	   0.00555	   0.01994
2294	   0.00426	  -0.02126	   0.02168
2295	  -0.00349	   0.00784	   0.00858
2296	  -0.00501	  -0.00322	   0.00595
2297	   0.00040	  -0.00028	   0.00049
2298	   0.00865	  -0.00407	   0.00957
2299	  -0.01403	  -0.00313	   0.01437
2300	   0.00276	  -0.01273	   0.01302
2301	   0.00323	   0.00355	   0.00480
2302	   0.00144	   0.00993	   0.01003
2303	  -0.00947	  -0.00060	   0.00949
2304	   0.00074	  -0.00082	   0.00111
2305	  -0.00154	  -0.00821	   0.00835
2306	   0.02383	   0.05330	   0.05838
2307	   0.03969	   0.06502	   0.07617
2308	   0.00295	   0.00329	   0.00442
2309	   0.02021	  -0.00579	   0.02102
2310	   0.00240	   0.01364	   0.01384
2311	  -0.00073	   0.00075	   0.00105
2312	  -0.00387	   0.00078	   0.00395
2313	  -0.00335	   0.00033	   0.00337
2314	   0.00808	   0.00567	   0.00987
2315	  -0.00178	  -0.00157	   0.00238
2316	   0.00667	  -0.00106	   0.00676
2317	   0.00929	   0.01044	   0.01397
2318	   0.00199	  -0.00054	   0.00206
2319	  -0.01606	   0.16400	   0.16478
2320	   0.00034	   0.00072	   0.00080
2321	   0.00198	   0.00118	   0.00230
2322	  -0.00425	   0.00545	   0.00691
2323	   0.00089	  -0.00275	   0.00289
2324	   0.01615	   0.00269	   0.01637
2325	  -0.00371	  -0.00111	   0.00387
2326	   0.00164	  -0.00804	   0.00821
2327	   0.00094	  -0.00174	   0.00198
2328	   0.00193	   0.00360	   0.00408
2329	   0.00007	  -0.02905	   0.02905
2330	   0.00027	  -0.00138	   0.00141
2331	   0.01138	  -0.00358	   0.01193
2332	   0.00254	   0.00257	   0.00361
2333	  -0.00129	  -0.00749	   0.00760
2334	   0.00070	   0.00339	   0.00346
2335	   0.00094	  -0.00100	   0.00137
2336	  -0.00362	  -0.00060	   0.00367
2337	   0.00181	  -0.00372	   0.00413
2338	   0.00695	  -0.00705	   0.00990
2339	  -0.00805	  -0.00179	   0.00825
2340	  -0.00551	  -0.00963	   0.01109
2341	  -0.00103	  -0.00159	   0.00189
2342	   0.01460	   0.00830	   0.01680
2343	  -0.00149	   0.00011	   0.00149
2344	   0.00070	   0.00208	   0.00220
2345	  -0.00007	  -0.00586	   0.00586
2346	   0.00458	   0.00024	   0.00459
2347	   0.00063	   0.00251	   0.00259
2348	  -0.00172	   0.00063	   0.00183
2349	   0.00119	   0.00034	   0.00124
2350	  -0.00059	   0.00034	   0.00068
2351	   0.00408	   0.00279	   0.00495
2352	  -0.00545	  -0.00667	   0.00862
2353	  -0.00478	  -0.00145	   0.00500
2354	   0.00922	   0.00742	   0.01184
2355	  -0.00967	  -0.00090	   0.00971
2356	   0.00097	  -0.00013	   0.00098
2357	  -0.00004	  -0.00110	   0.00110
2358	   0.00422	   0.00207	   0.00470
2359	  -0.01321	  -0.00186	   0.01334
2360	   0.00062	  -0.00118	   0.00134
2361	  -0.00263	  -0.00097	   0.00280
2362	  -0.00081	   0.00176	   0.00194
2363	  -0.00223	   0.00104	   0.00246
2364	   0.00529	  -0.02223	   0.02284
2365	   0.00375	   0.00549	   0.00665
2366	   0.00624	  -0.00697	   0.00935
2367	   0.00310	   0.00140	   0.00340
2368	  -0.00061	  -0.00101	   0.00118
2369	   0.00060	   0.00171	   0.00181
2370	   0.00060	   0.00253	   0.00260
2371	   0.00072	   0.00133	   0.00151
2372	   0.00447	  -0.00140	   0.00468
2373	   0.00155	   0.00027	   0.00157
2374	  -0.00032	  -0.00119	   0.00123
2375	   0.00768	   0.00117	   0.00777
2376	   0.00003	   0.00195	   0.00195
2377	  -0.00484	  -0.00834	   0.00964
2378	  -0.00001	  -0.00063	   0.00063
2379	   0.00074	   0.00121	   0.00142
2380	   0.00151	   0.00258	   0.00298
2381	  -0.00006	  -0.00037	   0.00038
2382	   0.00182	  -0.00287	   0.00340
2383	   0.00022	  -0.00186	   0.00187
2384	  -0.00275	   0.00179	   0.00328
2385	  -0.00090	   0.00024	   0.00093
2386	  -0.00145	  -0.00013	   0.00145
2387	  -0.00040	  -0.00282	   0.00285
2388	   0.00034	  -0.00280	   0.00282
2389	  -0.00005	   0.00195	   0.00195
2390	  -0.00043	   0.00059	   0.00073
2391	   0.00044	   0.00083	   0.00094
2392	   0.00374	   0.00153	   0.00404
2393	   0.00060	   0.00061	   0.00085
2394	  -0.01303	  -0.00783	   0.01520
2395	  -0.00115	   0.00095	   0.00149
2396	  -0.00222	  -0.00177	   0.00284
2397	  -0.00196	   0.00078	   0.00211
2398	  -0.00103	   0.00072	   0.00126
2399	   0.00070	   0.00008	   0.00070
2400	  -0.00101	   0.00111	   0.00150
2401	  -0.00636	   0.00721	   0.00961
2402	   0.00656	  -0.00538	   0.00848
2403	   0.00080	  -0.00008	   0.00080
2404	  -0.00032	   0.00221	   0.00223
2405	  -0.00059	  -0.00119	   0.00133
2406	   0.00905	   0.00265	   0.00943
2407	   0.00073	   0.00304	   0.00313
2408	  -0.00640	   0.01436	   0.01572
2409	  -0.00186	  -0.00016	   0.00187
2410	   0.00682	  -0.00033	   0.00683
2411	   0.00196	  -0.00343	   0.00395
2412	  -0.00144	   0.00175	   0.00227
2413	  -0.00138	   0.00068	   0.00154
2414	   0.00147	  -0.00166	   0.00221
2415	  -0.00093	   0.01404	   0.01407
2416	  -0.00308	   0.01275	   0.01312
2417	  -0.00137	   0.00263	   0.00296
2418	  -0.00385	   0.00149	   0.00412
2419	   0.00705	   0.00437	   0.00829
2420	   0.00285	  -0.00044	   0.00288
2421	   0.00154	  -0.00529	   0.00551
2422	   0.04605	  -0.03823	   0.05985
2423	   0.00050	  -0.00481	   0.00483
2424	   0.00286	  -0.00333	   0.00439
2425	   0.00183	  -0.00295	   0.00347
2426	  -0.00095	  -0.00208	   0.00229
2427	  -0.00314	  -0.00078	   0.00323
2428	   0.00011	  -0.00543	   0.00543
2429	   0.01857	  -0.00847	   0.02041
2430	  -0.00558	  -0.00034	   0.00559
2431	  -0.00181	   0.00169	   0.00248
2432	  -0.00112	  -0.00107	   0.00155
2433	  -0.00232	   0.00086	   0.00247
2434	  -0.00233	  -0.00254	   0.00345
2435	   0.00116	  -0.00120	   0.00167
2436	   0.01228	  -0.01599	   0.02016
2437	   0.00077	   0.00408	   0.00416
2438	   0.00368	  -0.00234	   0.00436
2439	  -0.00292	  -0.00108	   0.00311
2440	  -0.00201	  -0.00066	   0.00211
2441	   0.00004	  -0.00011	   0.00012
2442	  -0.00285	   0.00386	   0.00480
2443	   0.00365	  -0.01680	   0.01719
2444	   0.00372	   0.00110	   0.00388
2445	   0.00007	  -0.00047	   0.00048
2446	  -0.00061	   0.00003	   0.00061
2447	   0.00026	  -0.00156	   0.00158
2448	   0.00224	   0.00432	   0.00486
2449	   0.00078	   0.00167	   0.00184
2450	  -0.00438	  -0.02614	   0.02651
2451	   0.00346	   0.00110	   0.00363
2452	   0.00234	  -0.00994	   0.01021
2453	  -0.00113	  -0.01133	   0.01139
2454	   0.00089	  -0.00347	   0.00358
2455	   0.00316	   0.00147	   0.00348
2456	   0.00224	   0.00223	   0.00316
2457	  -0.01739	  -0.01115	   0.02066
2458	   0.00346	  -0.00124	   0.00368
2459	   0.00133	  -0.00096	   0.00164
2460	  -0.01240	   0.00152	   0.01249
2461	   0.00327	   0.00799	   0.00864
2462	  -0.00244	   0.00336	   0.00416
2463	   0.00064	  -0.00006	   0.00065
2464	  -0.01858	   0.00172	   0.01866
2465	  -0.00002	   0.00130	   0.00130
2466	  -0.00515	   0.00575	   0.00772
2467	  -0.00169	  -0.00270	   0.00318
2468	  -0.00006	   0.00058	   0.00058
2469	  -0.00286	  -0.00026	   0.00287
2470	  -0.00485	  -0.00008	   0.00485
2471	  -0.00747	   0.02268	   0.02388
2472	   0.00164	   0.00527	   0.00552
2473	  -0.00199	  -0.00090	   0.00218
2474	  -0.02548	   0.00957	   0.02722
2475	  -0.00300	  -0.00193	   0.00356
2476	   0.00131	  -0.00084	   0.00156
2477	   0.00078	  -0.00220	   0.00234
2478	  -0.00382	   0.00713	   0.00809
2479	   0.00233	   0.00466	   0.00521
2480	  -0.00107	  -0.00078	   0.00133
2481	   0.00124	  -0.00229	   0.00260
2482	   0.00798	   0.00283	   0.00846
2483	   0.00128	  -0.00076	   0.00149
2484	   0.00078	  -0.00289	   0.00299
2485	   0.00643	   0.01566	   0.01693
2486	   0.00790	   0.00901	   0.01199
2487	   0.00043	  -0.00218	   0.00222
2488	   0.00351	  -0.00248	   0.00430
2489	  -0.00076	  -0.00125	   0.00146
2490	  -0.00014	  -0.01389	   0.01389
2491	  -0.00228	   0.00100	   0.00248
2492	   0.00943	   0.00202	   0.00964
2493	  -0.00185	  -0.00272	   0.00329
2494	  -0.00053	   0.00069	   0.00087
2495	  -0.00199	  -0.00031	   0.00202
2496	   0.00618	   0.00495	   0.00791
2497	   0.00266	   0.00268	   0.00378
2498	   0.00135	  -0.00020	   0.00136
2499	   0.00704	  -0.00137	   0.00717
2500	  -0.01544	   0.02619	   0.03040
2501	   0.00205	   0.00700	   0.00730
2502	   0.00133	  -0.00037	   0.00138
2503	  -0.00572	  -0.01033	   0.01181
2504	   0.00084	  -0.00037	   0.00092
2505	   0.01916	  -0.05936	   0.06238
2506	   0.00377	  -0.00298	   0.00481
2507	  -0.00046	   0.00154	   0.00161
2508	  -0.00002	  -0.00070	   0.00070
2509	  -0.00021	   0.00182	   0.00184
2510	   0.00601	   0.01010	   0.01176
2511	  -0.00064	   0.00001	   0.00064
2512	  -0.00392	   0.00073	   0.00399
2513	   0.01510	   0.00830	   0.01723
2514	   0.00008	   0.00065	   0.00065
2515	   0.00532	   0.00051	   0.00535
2516	   0.00090	   0.00060	   0.00108
2517	  -0.00291	   0.00038	   0.00293
2518	   0.02473	  -0.01586	   0.02938
2519	   0.02922	  -0.01170	   0.03147
2520	   0.00240	   0.00272	   0.00363
2521	   0.00251	   0.00404	   0.00476
2522	  -0.00043	   0.00139	   0.00146
2523	  -0.00075	  -0.00207	   0.00220
2524	  -0.00384	   0.00404	   0.00558
2525	  -0.00272	   0.00035	   0.00274
2526	  -0.00151	   0.00469	   0.00493
2527	   0.00727	   0.00637	   0.00966
2528	   0.00353	  -0.00053	   0.00357
2529	  -0.00027	   0.00356	   0.00357
2530	   0.00150	   0.00071	   0.00166
2531	   0.00408	   0.00201	   0.00455
2532	   0.00422	   0.00071	   0.00428
2533	  -0.00039	   0.00016	   0.00042
2534	   0.01674	   0.00035	   0.01674
2535	   0.00020	   0.00153	   0.00154
2536	  -0.00070	  -0.00153	   0.00168
2537	   0.00019	   0.00052	   0.00055
2538	   0.02495	   0.03182	   0.04044
2539	   0.00065	  -0.00132	   0.00147
2540	   0.00324	  -0.00202	   0.00382
2541	   0.01422	  -0.01281	   0.01914
2542	   0.00185	  -0.00307	   0.00358
2543	  -0.00192	  -0.00395	   0.00439
2544	   0.00041	  -0.00268	   0.00272
2545	  -0.00394	   0.00066	   0.00399
2546	  -0.00099	   0.00065	   0.00119
2547	   0.00221	   0.00284	   0.00360
2548	   0.00093	  -0.02232	   0.02234
2549	  -0.00843	  -0.01298	   0.01548
2550	   0.00075	  -0.00191	   0.00205
2551	   0.00020	   0.00031	   0.00037
2552	  -0.00128	   0.00089	   0.00155
2553	   0.00084	   0.00027	   0.00088
2554	  -0.00229	  -0.00097	   0.00248
2555	  -0.02321	  -0.02801	   0.03638
2556	  -0.00343	   0.00503	   0.00609
2557	   0.00143	   0.00200	   0.00246
2558	   0.00024	   0.02913	   0.02913
2559	   0.00302	   0.00173	   0.00348
2560	   0.00118	  -0.00049	   0.00128
2561	   0.00277	  -0.00655	   0.00711
2562	  -0.02905	  -0.01464	   0.03253
2563	  -0.00006	   0.00106	   0.00106
2564	   0.00168	   0.00002	   0.00168
2565	  -0.00008	  -0.00401	   0.00402
2566	   0.00118	  -0.00337	   0.00357
2567	   0.00757	   0.00985	   0.01242
2568	  -0.00108	  -0.00083	   0.00137
2569	  -0.03192	   0.00252	   0.03202
2570	   0.00165	   0.00136	   0.00214
2571	  -0.00052	  -0.00011	   0.00053
2572	  -0.00421	   0.00249	   0.00489
2573	  -0.00328	   0.00214	   0.00391
2574	   0.00116	  -0.00033	   0.00121
2575	   0.00098	   0.00053	   0.00111
2576	  -0.02671	   0.02035	   0.03358
2577	  -0.00316	  -0.00650	   0.00722
2578	  -0.00157	  -0.00176	   0.00236
2579	  -0.00079	  -0.00090	   0.00120
